Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
DAVIE JONES,KIRUMA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,43603
FAIVEL,TRIPLE,MIXED MARTIAL BARS,Accapella,2023,FOB,2023-08-10,4638
ROLLING G,ATROPATRAP,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,17462
REQUIEM,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5263
DER SERGEANT,MUSIO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,4171
VYRUS,KOOZY,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,12067
MALIK,JEPAIN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-28,2705
RIPA,CIZERO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-23,1768
DER SERGEANT,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-21,3203
YOUNG KENNEDY,LIUZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-16,3876
BARETTA,OLDBOY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-14,2773
FINNASTIC,FAIVEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-07-07,4303
Jindo109,Liuz,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-07-07,51936
Mavgic,Bong Teggy,🏆  Titlematch 🏆,On Beat,2023,DLTLLY,2023-07-02,104918
EZRA,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,2332
MOODY,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,3444
Kiruma,Jeystone,Battle,Accapella,2023,Unknown,2023-06-24,23278
LARA SOFT,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-06-21,5213
Mars,ZinZity,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-18,52825
Julo,SnakeHeadRhyme,Battle,Accapella,2023,Unknown,2023-06-17,12665
LUCKYLILY,CRAZYO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-11,5588
Mc Geuner,DeeLah,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-11,33315
FreeKno,LevRudi,Battle,Accapella,2023,Unknown,2023-06-10,10903
Swear Boss,Chaarlz,Bars von Chaarlz,On Beat,2023,DLTLLY,2023-06-09,25632
MC GEUNER,JOSEPH STEINSCHLEUDER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-08,30646
Jack Dragon,Duff,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-04,23960
THORA,NICK SHIT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-04,2700
XtraHerb,Trunkenbold,Battle,Accapella,2023,Unknown,2023-06-03,8402
T-WAY & TOLLSCHOCK & BURST & EZRA & HEINZ87,NATIF (& YAAMANN),5 GEGEN NATIF,Accapella,2023,FOB,2023-05-31,6223
Yarambo,Craze,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-28,89813
Nio,Vesso,Battle,Accapella,2023,Unknown,2023-05-27,6382
Celune,Wenzel Washington,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-26,21691
Joseph Steinschleuder,Requiem,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-21,31948
S-Staticx,Rebellion,Battle,Accapella,2023,Unknown,2023-05-20,5712
Valik,Davis,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-19,12535
DADDA,P-HAZE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-19,4087
Neilz,Tobi High,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-14,56933
JANAUND,PESC,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-12,5003
MOODY,NEOS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-07,2874
CLOUDSURFER,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-05,3322
DER SERGEANT,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-04-28,6245
MORGANA,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-04-21,20963
PHASENKIND,MC COLOGNE,ON BEAT BATTLE,On Beat,2023,FOB,2023-04-14,13956
Maka,Zeptah,NRWeekend 6,Accapella,2023,DLTLLY,2023-04-09,15668
Niza,Heinz87,Proving Grounds Kontext Wiesbaden,Accapella,2023,DLTLLY,2023-04-02,15084
LUG SERIOUS,BANDAN,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-29,3837
MEIDI,KATO,MAYhem 6 - PROVOKATION 1/6,Accapella,2023,DLTLLY,2023-03-27,21539
Aladin,Oregano,Proving Grounds Wiesbaden,Accapella,2023,DLTLLY,2023-03-26,16940
HEYZEN,TECEY,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-23,2773
Mordrake,Faivel,Proving Grounds Wiesbaden,Accapella,2023,DLTLLY,2023-03-19,13676
FINNASTIC,VESSO,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-17,2994
PRYME,FINNASTIC,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-17,4465
DADDA,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-15,4578
PHASENKIND,MC COLOGNE,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-14,1372
FREEZY & DESPO,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-14,12109
Holu & Freekno,Joseph Steinschleuder & Triple Beat,2on2,Accapella,2023,DLTLLY,2023-03-12,34472
Krom,Shizu,Freestyle Halbfinale 2/2  Kassel,Accapella,2023,DLTLLY,2023-03-10,12780
JOSEPH STEINSCHLEUDER,KAIRUZO,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-05,21970
Kiruma,LevRudi,Battle,Accapella,2022,Unknown,2023-02-04,21336
MC Rabiat,Morgana,Battle,Accapella,2022,Unknown,2023-01-28,5871
Jindo109,Quasi,Battle,Accapella,2022,Unknown,2023-01-21,51298
Jeystone,Vorstadtflokati,Battle,Accapella,2022,Unknown,2023-01-14,6475
Flashus Christus,Schlawin0r,Battle,Accapella,2022,Unknown,2023-01-07,6707
CRAZE,MURO (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-01-02,6221
YAAMANN,TOMMY2LATE (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-01-02,2817
T-WAY,KOOZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-12-09,9197
ZEPTAH,NOAH263,FREESTYLE BATTLE,Accapella,2022,FOB,2022-12-04,2337
TEACH,VESSO,FREESTYLE BATTLE,Accapella,2022,FOB,2022-12-04,2296
LEONNN,CLOUDSURFER,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,2959
MORGANA,DESPO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,5058
MC COLOGNE,LEOQUENT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,2658
DASCHA,NOTYZZE,FREESTYLE BATTLE,Accapella,2022,FOB,2022-11-20,12618
NOTYZZE,DIZZEPTICON,FREESTYLE BATTLE,Accapella,2022,FOB,2022-11-14,5969
KIRUMA,ZEPTAH,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-04,15327
MC GEUNER,ROLLING G,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-03,35927
HEINZ87,OREGANO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-10-14,7814
HOLU,MC RABIAT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-10-14,2227
CRAZE & PHILLIE.45,VYRUS & FREEZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-10-14,65776
Julo,Joseph Steinschleuder,Battle,Accapella,2022,Unknown,2022-10-01,34805
T-WAY,FREEKNO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-28,4212
TOLLSCHOCK,PESC,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-27,5607
JOSEPH STEINSCHLEUDER,FAIVEL,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-27,20606
Morgana,Kiruma,Battle,Accapella,2022,Unknown,2022-09-24,17629
MC Rabiat,Pulsar,Battle,Accapella,2022,Unknown,2022-09-17,5938
VYRUS,ZEPTAH,ON BEAT BATTLE,On Beat,2022,FOB,2022-09-14,43305
DEZ,LevRudi,Battle,Accapella,2022,Unknown,2022-09-10,8478
Trunkenbold,Flashus Christus,Battle,Accapella,2022,Unknown,2022-09-03,7198
MORGANA,LUG SERIOUS,ON BEAT BATTLE,On Beat,2022,FOB,2022-09-02,14946
PHASENKIND,LUG SERIOUS,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,8830
PHILLIE.45,BANDAN,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,6174
FROZEN,FREEZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,3739
Jeystone,Jesazz K,Battle,Accapella,2022,Unknown,2022-08-27,8253
BURST,KAIRUZO,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-26,1880
REQUIEM,HEYZEN,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-25,6501
SnakeHeadRhyme,D-Kay,Battle,Accapella,2022,Unknown,2022-08-20,10663
NOTYZZE,CRAZE  (BONUS BATTLE),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,10783
CRAZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,5467
VYRUS,JOLLE (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,4406
Vorstadtflokati,Latik,Battle,Accapella,2022,Unknown,2022-08-13,6244
STEEL,MC COLOGNE,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-12,17199
Holu,Mazzikaner,Battle,Accapella,2022,Unknown,2022-08-06,5592
Julo,Cashus K.,Battle,Accapella,2022,Unknown,2022-07-30,8425
Alko,Bilal,Battle,Accapella,2022,Unknown,2022-07-23,10434
LevRudi,Jesazz K,Battle,Accapella,2022,Unknown,2022-07-16,11015
KALP ONE,FREEKNO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-07-14,3463
BARETTA,OREGANO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-07-14,4772
DOCMO,BEZEY,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,1105
NOTYZZE,PHASENKIND,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,5573
NOTYZZE,YAAMANN,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,7236
KOOZY,KAIRUZO,ON BEAT BATTLE,On Beat,2022,FOB,2022-07-14,11886
Hiding John,Neilz,Battle,Accapella,2022,Unknown,2022-07-09,60796
McLuvin,GR8,Battle,Accapella,2022,Unknown,2022-07-02,9332
ROBEAZY,M.F.L.,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-30,1885
Béla Garbage,Franz Flaute,Battle,Accapella,2022,Unknown,2022-06-25,9558
DASCHA,PATO G,FREESTYLE BATTLE,Accapella,2022,FOB,2022-06-24,2355
PESC,LEOQUENT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-21,1724
MORGANA,TECEY,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-20,3393
Pablo2k,Jeystone,Battle,Accapella,2022,Unknown,2022-06-18,8559
OREGANO,FAIVEL,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-17,6032
ZinZity,Karanova,Battle,Accapella,2022,Unknown,2022-06-11,50140
LATIK,NIKA,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-04,2639
Django,Zeuge,Battle,Accapella,2022,Unknown,2022-06-04,12367
NICK SHIT,EZRA,ACAPELLA BATTLE,Accapella,2022,FOB,2022-05-31,1446
Kiruma,BunGee,Battle,Accapella,2022,Unknown,2022-05-28,16459
ALKO,EMBA,ON BEAT BATTLE,On Beat,2022,FOB,2022-05-24,4442
LITTLE SEDO,MALIK (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-28,2023
OREGANO,BUNNEE (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-22,2987
NICK SHIT,BARETTA (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-15,1471
CRAZYO,M.F.L. (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-08,1812
PESC,LEOQUENT (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-03-25,1595
FROZEN,EZRA (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-03-24,1626
BURST,A-RON,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-09,2662
ZEPTAH,PHILLIE.45,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-04,5350
FREEZY,DESPO,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-04,5793
KAIRUZO,FROZEN,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-02,3588
BANDAN,T-WAY,ON BEAT BATTLE,On Beat,2022,FOB,2022-01-31,4400
LATIK,TEACH,ACAPELLA BATTLE,Accapella,2022,FOB,2022-01-30,4648
TOLLSCHOCK,BURST,ACAPELLA BATTLE,Accapella,2022,FOB,2022-01-27,6202
Joseph Steinschleuder,Tobi High,Battle,Accapella,2021,Unknown,2022-01-08,54504
T-Way,Karanova,Battle,Accapella,2021,Unknown,2022-01-01,24799
Lug Serious,Zeuge,Battle,Accapella,2021,Unknown,2021-12-25,11604
MADAME CHAOT,REQUIEM,ACAPELLA BATTLE,Accapella,2021,FOB,2021-12-23,18090
Herr Sören,Holu,Battle,Accapella,2021,Unknown,2021-12-18,8972
Joe Pharo,Kid Soldier,Battle,Accapella,2021,Unknown,2021-12-11,35098
Wolff,MC Geuner,Battle,Accapella,2021,Unknown,2021-12-04,27382
Phasenkind,SnakeHeadRhyme,Battle,Accapella,2021,Unknown,2021-11-27,15309
Latik,Julo,Battle,Accapella,2021,Unknown,2021-11-20,6448
EKHEAD,PESC,ACAPELLA BATTLE,Accapella,2021,FOB,2021-11-18,3556
DEMUTRAS,REQUIEM,ACAPELLA BATTLE,Accapella,2021,FOB,2021-11-18,3067
Requiem,Malik,Battle,Accapella,2021,Unknown,2021-11-12,8118
Schlawin0r,Franciss,Battle,Accapella,2021,Unknown,2021-11-06,6699
MC Rabiat,P.S. Jiggy,Battle,Accapella,2021,Unknown,2021-10-29,9500
DESPO,DOCMO,ACAPELLA BATTLE,Accapella,2020,FOB,2021-10-24,3184
RALLE,DASCHA,ACAPELLA BATTLE,Accapella,2020,FOB,2021-10-24,3813
DESPO,MC COLOGNE,ON BEAT BATTLE,On Beat,2021,FOB,2021-10-24,2508
LEANDERS,TEACH,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,5474
LATIK,TECEY,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,4421
MC GEUNER,JULO,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,16327
MUSIO,NATIF,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,7629
DESPO & LEANDERS,BANDAN & RINGELNATZ,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,6862
TRIPLE (TRIPLEBEAT),DASCHA,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,8685
Silence,Franz Flaute D&DL#0156 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-04-08,9645
MC Rabiat,Jepain D&DL#0158 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-04-01,10311
Alko,Baretta D&DL#0154 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-03-30,12882
Corner,Maka D&DL#0155 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-03-25,13264
Julo,Django D&DL#0153 (Krefeld,-CoEvent,Accapella,2019,Unknown,2020-01-01,8872
Stepho,Sejo D&DL#0149 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-30,4426
SiC68,Lug Serious D&DL#0152 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-25,6097
Trafalgar47,Vorstadtflokati D&DL#0150 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-23,6833
Ralle,Herr Sören D&DL#0151 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-18,8133
Milio,Plural D&DL#0148 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-11,5447
Cartoon,Schlawin0r D&DL#0147 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-04,7196
Nick Shit,Morgana D&DL#0146 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-02,6737
Ekta,Frozen D&DL#0143 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-27,6501
Jepain,Kaliba D&DL#0145 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-20,6194
XtraHerb,Zheka D&DL#0144 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-18,9404
Friedrich Chilla,Tommen D&DL#0137 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-11-01,7240
Ali Smart,Gin Tomek D&DL#0139 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-30,6188
Alko,Maru D&DL#0140 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-28,5505
P-Haze,Torbäng D&DL#0141 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-25,5401
BrahMC,Moby Deep D&DL#0138 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-23,5558
Audienzz,Béla Garbage D&DL#0136 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-18,4118
Ortcutt,Mazzikaner D&DL#0135 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-16,5925
Franz Flaute,Nika D&DL#0134 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-09,8450
Doga,Malik D&DL#0133 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-02,5286
Pulsar,Shker D&DL#0132 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-09-25,6802
DLTLLY+D&DL  Ortcutt,Steel,Runde1 Berlin,Accapella,2019,Unknown,2019-07-05,15872
DLTLLY+D&DL  Phasenkind,Klö10,Runde1 Berlin,Accapella,2019,Unknown,2019-07-03,17459
DLTLLY+D&DL  Arbeitstitel,Hiding John,Runde1 Berlin,Accapella,2019,Unknown,2019-06-26,24791
DLTLLY+D&DL  Tollschock,Silence,Runde1 Berlin,Accapella,2019,Unknown,2019-06-21,16524
DLTLLY+D&DL  Mazzikaner,K.O. Ray,Runde1 Berlin,Accapella,2019,Unknown,2019-06-19,14613
DLTLLY+D&DL  Lucky Number,ZinZity,Runde1 Berlin,Accapella,2019,Unknown,2019-06-14,91712
DLTLLY+D&DL  Paleiacci,Sikk Whalee,Runde1 Berlin,Accapella,2019,Unknown,2019-06-12,15134
Béla Garbage,Eddie Tude D&DL#0131 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-02-27,7422
OstrichO,MC Rabiat D&DL#0130 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-02-20,6431
Ringelnatz + DNA,Verz + Andi B. D&DL#0125 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-11-14,9793
Gregg,Audienzz D&DL#0126 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-31,3579
Josen,Dexta D&DL#0123 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-24,3039
Virus,IZL D&DL#0128 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-18,3043
SnakeHeadRhyme,Chinooka D&DL#0129 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-10,5912
Béla Garbage,Lug Serious D&DL#0124 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-03,5023
Pretty Shitty Jiggy,Zeuge D&DL#0122 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-09-21,5665
Craze,Eddie Tude D&DL#0121 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-09-12,8308
MC Rabiat,Private Max D&DL#0120 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-09-05,4572
J.W. Goethe,DFVK D&DL#0119 (Hamburg,2018,Accapella,2018,Unknown,2018-08-01,4686
Tao,A-Ron D&DL#0117 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-07-04,6262
O&#39;spella,Rupert69 D&DL#0115 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-06-30,4025
Highdemann,Julo D&DL#0113 (Essen,2018,Accapella,2018,Unknown,2018-06-13,7847
Henker,SeBa D&DL#0112 (Essen,2018,Accapella,2018,Unknown,2018-06-06,5932
MC Lauch,Herr Sören D&DL#0114 (Essen,2018,Accapella,2018,Unknown,2018-06-02,8207
Paze,Zeuge D&DL#0111 (Essen,2018,Accapella,2018,Unknown,2018-05-30,5097
Malik N.,Hillston D&DL#0108 (Berlin,2018,Accapella,2018,Unknown,2018-05-16,3443
Kyu,Tommen D&DL#0110 (Berlin,2018,Accapella,2018,Unknown,2018-05-12,4000
Dyas,SnakeHeadRhyme D&DL#0109 (Berlin,2018,Accapella,2018,Unknown,2018-05-05,6064
Gusy,Micky Haze D&DL#0107 (Stuttgart,2018,Accapella,2018,Unknown,2018-05-02,4632
FARE,Dizzepticon D&DL#0106 (Stuttgart,2018,Accapella,2018,Unknown,2018-04-28,5488
Slappy,Tao D&DL#0105 (Stuttgart,2018,Accapella,2018,Unknown,2018-04-25,3696
ChinookA,Michael Dope D&DL#0104 (Stuttgart,2018,Accapella,2018,Unknown,2018-04-21,4100
A-Ron,PrettyShittyJiggy D&DL#0103 (Stuttgart,2018,Accapella,2018,Unknown,2018-04-18,6347
Schleswig-Prollstein,Opti + Rö D&DL#0101 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-04-04,9137
ViruS + KingPin,Eczo + Heynsch D&DL#0100 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-04-02,8061
TableddnTimmy,Joseph Steinschleuder D&DL#0099 (Berlin,2017,Accapella,2017,Unknown,2018-01-31,41102
DEZ,Noone D&DL#0098 (Berlin,2017,Accapella,2017,Unknown,2018-01-24,4733
Splopf,Shizu D&DL#0097 (Berlin,2017,Accapella,2017,Unknown,2018-01-17,4615
Julo,SinTony D&DL#0096 (Berlin,2017,Accapella,2017,Unknown,2018-01-10,5013
Wolff,IZL D&DL#0095 (Erfurt,2017,Accapella,2017,Unknown,2017-12-16,15791
Leonidas,MC Geuner D&DL#0093 (Erfurt,2017,Accapella,2017,Unknown,2017-12-09,10025
